idx,account,tx_deg,tx_S,tx_B,tx_S_ratio,bhv_S,bhv_B,bhv_S_ratio,shift
8406,134:9000000000017070,88,7,81,0.07954545454545454,10,0,1.0,0.9204545454545454
8423,134:9000000000017104,35,23,12,0.6571428571428571,10,0,1.0,0.34285714285714286
8448,134:9000000000017154,4,1,3,0.25,8,2,0.8,0.55
8451,134:9000000000017160,8,2,6,0.25,8,2,0.8,0.55
8466,134:9000000000017194,219,72,147,0.3287671232876712,5,5,0.5,0.17123287671232879
8501,134:9000000000017265,135,13,122,0.0962962962962963,9,1,0.9,0.8037037037037037
8544,134:9000000000017342,5,1,4,0.2,8,2,0.8,0.6000000000000001
8554,134:9000000000017357,171,23,148,0.13450292397660818,9,1,0.9,0.7654970760233919
8573,134:9000000000017402,298,39,259,0.13087248322147652,10,0,1.0,0.8691275167785235
8708,134:9000000000017679,70,23,47,0.32857142857142857,6,4,0.6,0.2714285714285714
8716,134:9000000000017694,373,68,305,0.18230563002680966,5,5,0.5,0.31769436997319034
8718,134:9000000000017696,6,1,5,0.16666666666666666,6,4,0.6,0.43333333333333335
8728,134:9000000000017718,239,16,223,0.06694560669456066,7,3,0.7,0.6330543933054393
8732,134:9000000000017725,48,40,8,0.8333333333333334,8,2,0.8,-0.033333333333333326
8752,134:9000000000017766,288,99,189,0.34375,9,1,0.9,0.55625
8818,134:9000000000017882,392,58,334,0.14795918367346939,1,9,0.1,-0.04795918367346938
8900,134:9000000000018023,31,2,29,0.06451612903225806,7,3,0.7,0.635483870967742
8940,134:9000000000018100,26,1,25,0.038461538461538464,8,2,0.8,0.7615384615384616
8946,134:9000000000018110,6,1,5,0.16666666666666666,6,4,0.6,0.43333333333333335
8947,134:9000000000018114,22,16,6,0.7272727272727273,10,0,1.0,0.2727272727272727
8952,134:9000000000018121,78,4,74,0.05128205128205128,8,2,0.8,0.7487179487179487
8963,134:9000000000018144,7,1,6,0.14285714285714285,4,6,0.4,0.2571428571428572
9028,134:9000000000018287,73,14,59,0.1917808219178082,9,1,0.9,0.7082191780821918
9035,134:9000000000018308,53,5,48,0.09433962264150944,7,3,0.7,0.6056603773584905
9036,134:9000000000018309,8,1,7,0.125,8,2,0.8,0.675
9061,134:9000000000018353,25,8,17,0.32,5,5,0.5,0.18
9077,134:9000000000018382,14,11,3,0.7857142857142857,10,0,1.0,0.2142857142857143
9086,134:9000000000018397,48,31,17,0.6458333333333334,6,4,0.6,-0.04583333333333339
9091,134:9000000000018410,19,6,13,0.3157894736842105,4,6,0.4,0.08421052631578951
9101,134:9000000000018429,204,54,150,0.2647058823529412,10,0,1.0,0.7352941176470589
9141,134:9000000000018506,55,23,32,0.41818181818181815,10,0,1.0,0.5818181818181818
9170,134:9000000000018563,16,5,11,0.3125,10,0,1.0,0.6875
9173,134:9000000000018566,46,4,42,0.08695652173913043,5,5,0.5,0.41304347826086957
9191,134:9000000000018599,4,1,3,0.25,9,1,0.9,0.65
9206,134:9000000000018624,86,37,49,0.43023255813953487,6,4,0.6,0.1697674418604651
9220,134:9000000000018644,204,67,137,0.3284313725490196,8,2,0.8,0.47156862745098044
9242,134:9000000000018699,9,2,7,0.2222222222222222,5,5,0.5,0.2777777777777778
9370,134:9000000000018946,149,9,140,0.06040268456375839,7,3,0.7,0.6395973154362415
9485,134:9000000000019152,176,77,99,0.4375,7,3,0.7,0.26249999999999996
9503,134:9000000000019184,111,48,63,0.43243243243243246,9,1,0.9,0.46756756756756757
9510,134:9000000000019194,108,4,104,0.037037037037037035,8,2,0.8,0.7629629629629631
9534,134:9000000000019243,411,101,310,0.24574209245742093,8,2,0.8,0.5542579075425791
9558,134:9000000000019288,184,40,144,0.21739130434782608,7,3,0.7,0.4826086956521739
9565,134:9000000000019298,62,11,51,0.1774193548387097,8,2,0.8,0.6225806451612903
9576,134:9000000000019318,14,9,5,0.6428571428571429,8,2,0.8,0.15714285714285714
9591,134:9000000000019344,113,8,105,0.07079646017699115,7,3,0.7,0.6292035398230088
9604,134:9000000000019369,81,7,74,0.08641975308641975,6,4,0.6,0.5135802469135802
9632,134:9000000000019424,131,32,99,0.24427480916030533,9,1,0.9,0.6557251908396947
9663,134:9000000000019501,4,1,3,0.25,8,2,0.8,0.55
9691,134:9000000000019543,34,18,16,0.5294117647058824,7,3,0.7,0.1705882352941176
9706,134:9000000000019571,334,85,249,0.25449101796407186,4,6,0.4,0.14550898203592816
9732,134:9000000000019624,94,7,87,0.07446808510638298,5,5,0.5,0.425531914893617
9759,134:9000000000019669,36,3,33,0.08333333333333333,7,3,0.7,0.6166666666666666
9767,134:9000000000019679,254,46,208,0.18110236220472442,1,9,0.1,-0.08110236220472442
9791,134:9000000000019720,228,80,148,0.3508771929824561,6,4,0.6,0.24912280701754386
9829,134:9000000000019799,4,1,3,0.25,6,4,0.6,0.35
9835,134:9000000000019810,172,39,133,0.22674418604651161,10,0,1.0,0.7732558139534884
9881,134:9000000000019923,345,74,271,0.2144927536231884,7,3,0.7,0.48550724637681153
9898,134:9000000000019962,479,38,441,0.07933194154488518,7,3,0.7,0.6206680584551147
9901,134:9000000000019967,85,47,38,0.5529411764705883,4,6,0.4,-0.15294117647058825
10004,134:9000000000020163,255,86,169,0.33725490196078434,8,2,0.8,0.4627450980392157
10008,134:9000000000020169,111,19,92,0.17117117117117117,10,0,1.0,0.8288288288288288
10020,134:9000000000020195,8,3,5,0.375,4,6,0.4,0.025000000000000022
10041,134:9000000000020227,4,2,2,0.5,8,2,0.8,0.30000000000000004
10070,134:9000000000020284,139,38,101,0.2733812949640288,5,5,0.5,0.2266187050359712
10102,134:9000000000020335,100,4,96,0.04,5,5,0.5,0.46
10115,134:9000000000020363,590,102,488,0.17288135593220338,2,8,0.2,0.027118644067796627
10119,134:9000000000020373,5,2,3,0.4,9,1,0.9,0.5
10207,134:9000000004231299,233,33,200,0.14163090128755365,4,6,0.4,0.2583690987124464
10272,134:9000000004231365,73,17,56,0.2328767123287671,8,2,0.8,0.5671232876712329
10281,134:9000000004231374,132,10,122,0.07575757575757576,3,7,0.3,0.22424242424242424
10307,134:9000000004231400,15,6,9,0.4,6,4,0.6,0.19999999999999996
10395,134:9000000004231488,265,16,249,0.06037735849056604,8,2,0.8,0.739622641509434
10429,134:9000000004231523,10,4,6,0.4,6,4,0.6,0.19999999999999996
10439,134:9000000004231533,12,5,7,0.4166666666666667,7,3,0.7,0.28333333333333327
10448,134:9000000004231542,17,5,12,0.29411764705882354,5,5,0.5,0.20588235294117646
10452,134:9000000004231546,98,19,79,0.19387755102040816,10,0,1.0,0.8061224489795918
10479,134:9000000004231573,79,27,52,0.34177215189873417,9,1,0.9,0.5582278481012659
10531,134:9000000004231625,13,8,5,0.6153846153846154,8,2,0.8,0.18461538461538463
10534,134:9000000004231628,287,73,214,0.25435540069686413,4,6,0.4,0.1456445993031359
10546,134:9000000004231640,88,29,59,0.32954545454545453,5,5,0.5,0.17045454545454547
10573,134:9000000004231667,6,2,4,0.3333333333333333,3,7,0.3,-0.033333333333333326
10576,134:9000000004231670,16,1,15,0.0625,3,7,0.3,0.2375
10620,134:9000000004231714,54,6,48,0.1111111111111111,7,3,0.7,0.5888888888888888
10657,134:9000000004231751,216,51,165,0.2361111111111111,6,4,0.6,0.3638888888888889
10693,134:9000000004231787,188,13,175,0.06914893617021277,5,5,0.5,0.4308510638297872
10716,134:9000000004231810,161,24,137,0.14906832298136646,6,4,0.6,0.4509316770186335
10780,134:9000000004231875,4,1,3,0.25,9,1,0.9,0.65
10832,134:9000000004231928,332,33,299,0.09939759036144578,2,8,0.2,0.10060240963855423
10908,134:9000000004232004,24,4,20,0.16666666666666666,8,2,0.8,0.6333333333333334
10975,134:9000000004232071,83,9,74,0.10843373493975904,7,3,0.7,0.5915662650602409
11000,134:9000000004232096,190,77,113,0.4052631578947368,10,0,1.0,0.5947368421052632
11025,134:9000000004232121,75,55,20,0.7333333333333333,10,0,1.0,0.2666666666666667
11070,134:9000000004232166,150,43,107,0.2866666666666667,10,0,1.0,0.7133333333333334
11089,134:9000000004232185,25,17,8,0.68,9,1,0.9,0.21999999999999997
11141,134:9000000004232238,238,33,205,0.13865546218487396,2,8,0.2,0.061344537815126055
11265,134:9000000004232363,408,25,383,0.061274509803921566,7,3,0.7,0.6387254901960784
11270,134:9000000004232370,5,1,4,0.2,6,4,0.6,0.39999999999999997
11293,134:9000000004232393,58,6,52,0.10344827586206896,7,3,0.7,0.596551724137931
11371,134:9000000004232472,358,71,287,0.19832402234636873,6,4,0.6,0.4016759776536313
11372,134:9000000004232473,300,84,216,0.28,10,0,1.0,0.72
11396,134:9000000004232497,22,3,19,0.13636363636363635,4,6,0.4,0.26363636363636367
11440,134:9000000004232542,236,99,137,0.4194915254237288,7,3,0.7,0.28050847457627115
11459,134:9000000004232561,6,1,5,0.16666666666666666,6,4,0.6,0.43333333333333335
11504,134:9000000004232606,15,3,12,0.2,8,2,0.8,0.6000000000000001
11600,134:9000000004232703,51,21,30,0.4117647058823529,7,3,0.7,0.28823529411764703
11604,134:9000000004232707,17,4,13,0.23529411764705882,8,2,0.8,0.5647058823529412
11630,134:9000000004232734,157,6,151,0.03821656050955414,8,2,0.8,0.7617834394904459
11635,134:9000000004232739,6,1,5,0.16666666666666666,4,6,0.4,0.23333333333333336
11641,134:9000000004232745,12,1,11,0.08333333333333333,9,1,0.9,0.8166666666666667
11642,134:9000000004232746,13,7,6,0.5384615384615384,9,1,0.9,0.3615384615384616
11652,134:9000000004232756,183,32,151,0.17486338797814208,8,2,0.8,0.625136612021858
11698,134:9000000004232802,58,5,53,0.08620689655172414,9,1,0.9,0.8137931034482759
11699,134:9000000004232803,29,2,27,0.06896551724137931,9,1,0.9,0.8310344827586207
11721,134:9000000004232825,5,1,4,0.2,8,2,0.8,0.6000000000000001
11726,134:9000000004232830,93,9,84,0.0967741935483871,9,1,0.9,0.8032258064516129
11746,134:9000000004232850,4,1,3,0.25,5,5,0.5,0.25
11761,134:9000000004232865,23,3,20,0.13043478260869565,8,2,0.8,0.6695652173913044
11764,134:9000000004232868,4,1,3,0.25,5,5,0.5,0.25
11822,134:9000000004232926,167,15,152,0.08982035928143713,1,9,0.1,0.01017964071856288
11830,134:9000000004232934,20,3,17,0.15,6,4,0.6,0.44999999999999996
11893,134:9000000004232997,205,14,191,0.06829268292682927,6,4,0.6,0.5317073170731708
11900,134:9000000004233004,91,19,72,0.2087912087912088,9,1,0.9,0.6912087912087912
11916,134:9000000004233020,137,39,98,0.2846715328467153,9,1,0.9,0.6153284671532847
11926,134:9000000004233030,218,64,154,0.29357798165137616,9,1,0.9,0.6064220183486239
11964,134:9000000004233068,6,3,3,0.5,8,2,0.8,0.30000000000000004
12220,134:9000000004233326,74,54,20,0.7297297297297297,10,0,1.0,0.2702702702702703
12241,134:9000000004233347,26,7,19,0.2692307692307692,8,2,0.8,0.5307692307692309
12248,134:9000000004233354,125,30,95,0.24,1,9,0.1,-0.13999999999999999
12249,134:9000000004233355,43,3,40,0.06976744186046512,6,4,0.6,0.5302325581395348
12253,134:9000000004233359,28,8,20,0.2857142857142857,5,5,0.5,0.2142857142857143
12257,134:9000000004233363,19,11,8,0.5789473684210527,9,1,0.9,0.32105263157894737
12295,134:9000000004233402,13,3,10,0.23076923076923078,6,4,0.6,0.3692307692307692
12316,134:9000000004233423,49,31,18,0.6326530612244898,8,2,0.8,0.1673469387755102
12321,134:9000000004233428,103,9,94,0.08737864077669903,7,3,0.7,0.612621359223301
12375,134:9000000004233482,20,5,15,0.25,6,4,0.6,0.35
12387,134:9000000004233494,24,2,22,0.08333333333333333,9,1,0.9,0.8166666666666667
12398,134:9000000004233506,24,18,6,0.75,10,0,1.0,0.25
12431,134:9000000004233539,567,86,481,0.15167548500881833,9,1,0.9,0.7483245149911817
12549,134:9000000004233658,112,12,100,0.10714285714285714,8,2,0.8,0.692857142857143
12567,134:9000000004233676,6,5,1,0.8333333333333334,9,1,0.9,0.06666666666666665
12595,134:9000000004233704,326,43,283,0.13190184049079753,10,0,1.0,0.8680981595092024
12648,134:9000000004233758,134,36,98,0.26865671641791045,10,0,1.0,0.7313432835820896
12650,134:9000000004233760,6,2,4,0.3333333333333333,6,4,0.6,0.26666666666666666
12654,134:9000000004233764,212,37,175,0.17452830188679244,9,1,0.9,0.7254716981132076
12664,134:9000000004233774,29,16,13,0.5517241379310345,8,2,0.8,0.24827586206896557
12674,134:9000000004233785,7,5,2,0.7142857142857143,6,4,0.6,-0.11428571428571432
12679,134:9000000004233790,6,1,5,0.16666666666666666,7,3,0.7,0.5333333333333333
12680,134:9000000004233791,189,40,149,0.21164021164021163,9,1,0.9,0.6883597883597884
12683,134:9000000004233794,41,28,13,0.6829268292682927,10,0,1.0,0.31707317073170727
12708,134:9000000004233819,100,9,91,0.09,8,2,0.8,0.7100000000000001
12720,134:9000000004233831,117,48,69,0.41025641025641024,8,2,0.8,0.3897435897435898
12784,134:9000000004233896,5,2,3,0.4,6,4,0.6,0.19999999999999996
12794,134:9000000004233906,8,2,6,0.25,5,5,0.5,0.25
12892,134:9000000004234004,193,17,176,0.08808290155440414,10,0,1.0,0.9119170984455959
12918,134:9000000004234030,10,6,4,0.6,9,1,0.9,0.30000000000000004
12920,134:9000000004234032,9,1,8,0.1111111111111111,1,9,0.1,-0.0111111111111111
12929,134:9000000004234041,476,109,367,0.22899159663865545,9,1,0.9,0.6710084033613446
12949,134:9000000004234061,437,78,359,0.17848970251716248,3,7,0.3,0.12151029748283751
12966,134:9000000004234079,32,25,7,0.78125,10,0,1.0,0.21875
12991,134:9000000004234104,4,1,3,0.25,8,2,0.8,0.55
13009,134:9000000004234122,243,78,165,0.32098765432098764,7,3,0.7,0.3790123456790123
13044,134:9000000004234157,128,8,120,0.0625,9,1,0.9,0.8375
13131,134:9000000004234245,25,12,13,0.48,6,4,0.6,0.12
13140,134:9000000004234254,9,2,7,0.2222222222222222,3,7,0.3,0.07777777777777778
13216,134:9000000004234331,174,41,133,0.23563218390804597,10,0,1.0,0.764367816091954
13256,134:9000000004234372,285,51,234,0.17894736842105263,7,3,0.7,0.5210526315789473
13258,134:9000000004234374,6,1,5,0.16666666666666666,7,3,0.7,0.5333333333333333
13272,134:9000000004234388,41,29,12,0.7073170731707317,4,6,0.4,-0.30731707317073165
13292,134:9000000004234408,233,94,139,0.4034334763948498,8,2,0.8,0.39656652360515027
13480,134:9000000004234596,36,4,32,0.1111111111111111,7,3,0.7,0.5888888888888888
13486,134:9000000004234602,6,3,3,0.5,6,4,0.6,0.09999999999999998
13487,134:9000000004234603,30,20,10,0.6666666666666666,10,0,1.0,0.33333333333333337
13501,134:9000000004234617,62,7,55,0.11290322580645161,8,2,0.8,0.6870967741935484
13540,134:9000000004234656,6,2,4,0.3333333333333333,8,2,0.8,0.46666666666666673
13567,134:9000000004234684,81,12,69,0.14814814814814814,9,1,0.9,0.7518518518518519
13574,134:9000000004234691,55,11,44,0.2,7,3,0.7,0.49999999999999994
13575,134:9000000004234692,8,3,5,0.375,7,3,0.7,0.32499999999999996
13612,134:9000000004234730,8,2,6,0.25,10,0,1.0,0.75
13615,134:9000000004234733,14,11,3,0.7857142857142857,8,2,0.8,0.014285714285714346
13624,134:9000000004234742,48,4,44,0.08333333333333333,7,3,0.7,0.6166666666666666
13639,134:9000000004234757,227,17,210,0.07488986784140969,8,2,0.8,0.7251101321585903
13678,134:9000000004234797,56,39,17,0.6964285714285714,9,1,0.9,0.20357142857142863
13707,134:9000000004234826,15,7,8,0.4666666666666667,8,2,0.8,0.33333333333333337
13710,134:9000000004234829,49,6,43,0.12244897959183673,7,3,0.7,0.5775510204081632
13741,134:9000000004234860,14,2,12,0.14285714285714285,1,9,0.1,-0.042857142857142844
13754,134:9000000004234873,51,7,44,0.13725490196078433,7,3,0.7,0.5627450980392157
13757,134:9000000004234876,181,69,112,0.3812154696132597,8,2,0.8,0.41878453038674035
13779,134:9000000004234898,9,5,4,0.5555555555555556,10,0,1.0,0.4444444444444444
13821,134:9000000004234941,13,1,12,0.07692307692307693,0,10,0.0,-0.07692307692307693
13847,134:9000000004234967,37,3,34,0.08108108108108109,9,1,0.9,0.818918918918919
13851,134:9000000004234971,17,4,13,0.23529411764705882,4,6,0.4,0.1647058823529412
13853,134:9000000004234973,6,5,1,0.8333333333333334,8,2,0.8,-0.033333333333333326
13905,134:9000000004235026,146,11,135,0.07534246575342465,8,2,0.8,0.7246575342465754
13909,134:9000000004235030,54,4,50,0.07407407407407407,8,2,0.8,0.725925925925926
14020,134:9000000004235141,134,56,78,0.417910447761194,9,1,0.9,0.482089552238806
14038,134:9000000004235159,187,66,121,0.35294117647058826,10,0,1.0,0.6470588235294117
14041,134:9000000004235162,11,4,7,0.36363636363636365,9,1,0.9,0.5363636363636364
14045,134:9000000004235166,117,6,111,0.05128205128205128,7,3,0.7,0.6487179487179486
14069,134:9000000004235190,443,98,345,0.22121896162528218,10,0,1.0,0.7787810383747178
14093,134:9000000004235214,185,40,145,0.21621621621621623,4,6,0.4,0.1837837837837838
14110,134:9000000004235232,14,8,6,0.5714285714285714,7,3,0.7,0.12857142857142856
14136,134:9000000004235260,67,45,22,0.6716417910447762,8,2,0.8,0.12835820895522387
14164,134:9000000004235288,155,20,135,0.12903225806451613,7,3,0.7,0.5709677419354838
14222,134:9000000004235347,45,5,40,0.1111111111111111,3,7,0.3,0.18888888888888888
14236,134:9000000004235362,413,69,344,0.16707021791767554,4,6,0.4,0.23292978208232448
14296,134:9000000004235423,273,51,222,0.18681318681318682,1,9,0.1,-0.08681318681318681
14320,134:9000000004235447,305,93,212,0.30491803278688523,9,1,0.9,0.5950819672131148
14333,134:9000000004235460,20,6,14,0.3,7,3,0.7,0.39999999999999997
14358,134:9000000004235485,4,2,2,0.5,7,3,0.7,0.19999999999999996
14364,134:9000000004235491,196,55,141,0.28061224489795916,8,2,0.8,0.5193877551020409
14385,134:9000000004235512,92,9,83,0.09782608695652174,9,1,0.9,0.8021739130434783
14410,134:9000000004235537,454,78,376,0.17180616740088106,9,1,0.9,0.728193832599119
14427,134:9000000004235554,486,33,453,0.06790123456790123,9,1,0.9,0.8320987654320988
14430,134:9000000004235557,85,53,32,0.6235294117647059,10,0,1.0,0.3764705882352941
14443,134:9000000004235571,11,2,9,0.18181818181818182,2,8,0.2,0.018181818181818188
14507,134:9000000004235635,71,29,42,0.4084507042253521,8,2,0.8,0.3915492957746479
14508,134:9000000004235636,68,8,60,0.11764705882352941,8,2,0.8,0.6823529411764706
14532,134:9000000004235660,186,74,112,0.3978494623655914,9,1,0.9,0.5021505376344086
14547,134:9000000004235676,8,4,4,0.5,5,5,0.5,0.0
14576,134:9000000004235705,27,4,23,0.14814814814814814,5,5,0.5,0.35185185185185186
14615,134:9000000004235744,87,11,76,0.12643678160919541,10,0,1.0,0.8735632183908046
14642,134:9000000004235771,539,107,432,0.19851576994434136,3,7,0.3,0.10148423005565863
14646,134:9000000004235775,5,2,3,0.4,8,2,0.8,0.4
14712,134:9000000004256270,97,8,89,0.08247422680412371,9,1,0.9,0.8175257731958763
14717,134:9000000004288563,80,5,75,0.0625,9,1,0.9,0.8375
14721,134:9000000004305976,293,30,263,0.10238907849829351,5,5,0.5,0.3976109215017065
14722,134:9000000004307242,81,4,77,0.04938271604938271,9,1,0.9,0.8506172839506173
14725,134:9000000004329958,112,12,100,0.10714285714285714,10,0,1.0,0.8928571428571429
14728,134:9000000004348311,59,6,53,0.1016949152542373,4,6,0.4,0.2983050847457627
14731,134:9000000004356144,145,6,139,0.041379310344827586,10,0,1.0,0.9586206896551724
14739,134:9000000004388166,28,2,26,0.07142857142857142,8,2,0.8,0.7285714285714286
14740,134:9000000004388203,135,19,116,0.14074074074074075,10,0,1.0,0.8592592592592593
14742,134:9000000004410197,86,10,76,0.11627906976744186,4,6,0.4,0.2837209302325582
14749,135:9000000000020501,300,36,264,0.12,7,3,0.7,0.58
14752,135:9000000000020509,168,13,155,0.07738095238095238,6,4,0.6,0.5226190476190475
14770,135:9000000000020549,178,12,166,0.06741573033707865,5,5,0.5,0.43258426966292135
14788,135:9000000000020609,422,17,405,0.04028436018957346,2,8,0.2,0.15971563981042655
14790,135:9000000000020617,206,12,194,0.05825242718446602,9,1,0.9,0.841747572815534
14812,135:9000000000020696,324,56,268,0.1728395061728395,9,1,0.9,0.7271604938271605
14837,135:9000000000020801,112,4,108,0.03571428571428571,7,3,0.7,0.6642857142857143
14839,135:9000000000020810,144,12,132,0.08333333333333333,7,3,0.7,0.6166666666666666
